property_type,neighborhood,address,room_num,floor,area,garden_area,days_to_enter,num_of_payments,monthly_arnona,building_tax,total_floors,description,has_parking,has_storage,elevator,ac,handicap,has_bars,has_safe_room,has_balcony,is_furnished,is_renovated,price,num_of_images,distance_from_center
דירה,תל כביר,מנחם ארבר 6,6,9,145,0,0,12,750,500,10,"שכונת: תל כביר
דירה של 6  חדרים,כ - 145 מטר, עם נוף פתוח לכל השכונה.
יציאה למרפסת שמש גדולה של 22 מטר
חדרים שינה עם מזגנים
מטבח פתוח לסלון + פינת אוכל.
אמבטיה ושורתים צמודים.
יח' הורים
בניין חדש.
יש ממק קומתי ענק, יש מחסן.
חניה פרטית תת ק""ק,ומעלית.
כניסה מידית.",1,0,1,1,0,0,1,1,0,1,8500,3,5203
דירה,תל כביר,.מנחם ארבר 9,5,13,116,0,0,12,500,300,14,"דירה של  5 חדרים,כ - 116 מטר, עם נוף פתוח לכל השכונה.
יציאה למרפסת שמש גדולה של 11 מטר
חדרים שינה עם מזגנים
מטבח פתוח לסלון + פינת אוכל.
אמבטיה ושורתים צמודים.
מזגן מרכזי כריים ותנור ומקלחונים.
יח' הורים
בניין חדש.
מזגן מרכזי כריים ותנור ומקלחונים.
יש ממק קומתי ענק, יש מחסן.
חניה פרטית תת ק""ק,ומעלית.
כניסה מידית.",1,0,1,1,0,0,1,1,0,1,8000,2,6027
דירה,כרם התימנים,הירקון 44,2,5,74,0,0,12,500,600,9,"כ -74 מטר,בניין חדש מקסימה רואים ים.
קומה גבוהה
מרוהטת מלא.
איוכתית ויפה.
קרוב לנמל תל אביב
חניה פרטית,ומעלית.
כניסה מידית.",1,0,1,1,0,0,1,1,0,1,16500,5,1432
דירה,כרם התימנים,הכובשים 66,3,2,65,0,0,12,500,200,4,"שכונה: כרם התימינים.

דירה של  3  חדרים,כ - 65  מטר.משופצת מקסימה ויפה.

סלון עם מטבח פתוח,פלוס פינת אוכל.

חדרים שינה עם מזגים.

מקלחת ושורתים ביחיד.

משופצת אוכתית,קרוב לים,ולכל נקודה בעיר.

כניסה מידית.",0,0,0,1,0,1,0,0,0,1,7200,3,1967
דירה,כרם התימנים,ישכון 43,2,2,40,15,0,12,150,300,4,"דירת 2 חדרים מרוהטת קומפלט מרחק נגיעה משוק הכרמל ומהים ! 
ישנה דירה אחת עם מרפסת ואחת בלי . 
אופציה גם לסאבלט של מעל לחודש !",0,0,1,1,0,0,1,1,1,1,8100,4,2164
דירה,כרם התימנים,רבי מאיר 4,1,1,25,0,0,12,250,120,4,"ברחוב רבי מאיר, ליד שוק הכרמל

דירת סטודיו נעימה

מגיעה עם בסיס מיטה ומקרר

קומה 1 ללא מעלית

מלאה בחלונות, מאוד מוארת

יש מפתח, ניתן להציג כל הזמן

דורשים צילום תז לסגירה + 2 תלושי משכורת.

אין צורך בערבויות, פקדונות.

12 צ׳קים לשכירות בלבד

חוזה עיריית תל אביב , כניסה 1.5 מקסימום.

מחיר 3,400 כולל הכל מלבד חשמל. אין גמישות",0,0,0,1,0,1,0,0,0,1,3400,5,2211
דירה,כרם התימנים,הירקון 7,1,0,40,0,0,12,,50,4,"להשכרה !!  מחיר: 5000 ש""ח
רחוב: הירקון 
מרכז תל אביב
קו ראשון לים
דירת חדר
כניסה מיידית
דירת קרקע כניסה ניפרדת
חוזה ארוך
מתאימה ליחיד/זוג
ללא חניה",0,0,0,1,0,1,0,0,0,1,5000,4,1900
דירה,כרם התימנים,הירקון 5,2,2,48,0,0,12,250,100,4,"רחוב: הירקון 
דירת 2 חדרים + מרפסת מפלצתית על הים ברחוב הירקון ליד מלון קמפינסקי.
הדירה נמצאת בקומה שניה עם מעלית
בבניין ישן ושמור
אפשר לקבל עם ריהוט מלא.
החוזה לטווח ארוך
כניסה מיידית",0,0,0,1,0,0,0,1,0,1,8000,14,1963
דירה,כפיר,"מח""ל 2",5,5,112,0,0,12,500,750,9,"חדשה מקבלן  ,דירה של  5 חדרים,כ - 112 מטר,  יציאה למרפסת שמש של 12 מטר.
קומה 5
פונה לגיון דרום מערב נוף
פתוח
כניסה מיידית
חנייה,ומעלית.
דמי ניהול 750
ארנונה כ 500 בחודש",1,0,1,1,0,0,1,1,0,1,7500,4,6719
גג/פנטהאוז,כרם התימנים,אלנבי 8,2,3,55,0,0,12,350,100,3,"2  חדרים,כ - 55  מטר, עם סלון מטבח פתוח.

יציאה למרפסת שמש של  30 מטר.

חדר שינה עם מזגן.

פרקטים בכל הדירה

מקלחת ושרותים,ביחיד.

בניין עם קודן,ואינטרקום.בניין ללא מעלית.

מתאימה לזוג \ יחיד.

כניסה מידית.",0,0,0,1,0,0,0,1,0,1,6000,5,1339
דירה,כפיר,הרב אלנקווה 5,1,0,35,0,0,12,250,250,3,"יח' דיור של  חדר כ - 35  מטר מסודרת מוארת מקסימה ואיוכתית.

קומה קק.

(המחיר כולל הכל חוץ מחשמל) 

מרווחת מרוהטת מלא 

מיקום מעולה ברחוב.

כניסה: 1.7.2022",0,0,0,1,0,1,0,0,1,1,3600,4,6329
דירה,תל כביר,ארבר מנחם 12,3,9,70,0,0,12,650,250,13,"מנחם ארבר - שכונה :תל כביר 
דירה של  3  חדרים,כ - 70 מטר עם יציאה למרפסת שמש של 10 מטר
שרותים ומקלחת
שרותים ומקלחת נוספים
מטבח משודרג , תנור , כריים גז, מדיח
תריסים חשמליים, חלונות כפולים
כיוון אויר - מזרח,מוארת,נוף פתוח.
חנייה , מחסן, מעלית
ועד -250
בניין חדש,עם קודן ואינטרקום.
כניסה 20.4 גמיש",1,1,1,1,0,0,1,1,0,1,7000,4,5182
דירה,כרם התימנים,הירקון 14,4.5,2,100,0,0,12,600,150,4,"בפריים לוקיישן מול חוף הילטון
ברחוב קטן ושקט כניסה 1.4
דירה סופר שווה!!עם גג משותף של הבניין
מושלמת ל 3 שותפים !!!
דירת 4.5 חדרים מרווחת
קומה 2 ללא מעלית (קומה אחרונה)ליד הגג
הדירה נמצאת בקומה אחרונה יש גג משותף לבניין
כ85 מטר
תיאור הדירה - סלון +3 חדרי שינה
ישנו חדר שינה אחד עם שירותים ומקלחת צמודים
המטבח רחב ומרווח ובנפרד
שקטה ומוארת פונה לירוק
ריהוט קיים תנור וגז
בנוסף ישנו חצי חדר קטן לחדר עבודה
דירה בהחלט שווה במיקום נדיר !!
כניסה - 1.4",0,0,0,1,0,0,0,1,0,0,10500,9,1752
דירה,כרם התימנים,רציף הרברט סמואל 42,3,11,90,0,,12,1000,2000,13,"בבניין מפואר - קו ראשון לים ⛱🆕
3 חדרים מדהימה וגדולה כ 90 מ""ר
מרוהטת קומפלט
קומה גבוהה + נוף מרהיב לים
חניה.🚕
בבניין לובי, שמירה 24/7, בריכת שחיה, חדר כושר, סאונות..",1,0,1,1,1,0,1,0,1,1,15000,7,2005
דירה,תל כביר,ארבר מנחם 13,2.5,11,70,0,0,12,450,350,13,"דירה של  2.5  חדרים,כ - 60  מטר בניין חדש עם יציאה למרפסת שמש של 10 מטר
בניין עם אינטרקום וקודן.
סלון עם מטבח פתוח,קירים,תנור.
חדר שינה עם מזגן.
נוף פתוח.
רחוב שקט.
חניה פרטית,ומעלית.
כניסה מידית.",1,0,1,1,0,0,0,1,0,1,6000,4,6003
דירה,תל כביר,ארבר מנחם 14,3,9,70,0,0,12,650,400,13,"דירה של  3  חדרים,כ - 70 מטר בניין חדש עם יציאה למרפסת שמש של  10 מטר
בניין עם אינטרקום וקודן.
סלון עם מטבח פתוח,קירים,תנור.
חדר שינה עם מזגן.
נוף פתוח.
רחוב שקט.
חניה פרטית,ומעלית,מחסן.
כניסה מידית.",1,0,1,1,0,0,0,1,0,1,6500,6,6021
גג/פנטהאוז להשכרה,כרם התימנים,בית יוסף,3,2,55,0,0,12,,,2,"דירת 3 חד' כ-55 מר' ּמשופצת + גג ענק ומפנק של 40 מר' בקרבת הים והשוק דוד שמש,מזגנים בכל החדרים,שירותים ומקלחת חדשים סידור למכונת כביסה ומייבש פצצה לזוג!!אופציה גם לשותפים חדר אחד יותר קטן.",0,0,0,1,0,0,0,1,0,1,8200,4,1800
דירה,בצרון,מיטב 5,3,4,93,0,,12,,0,26,"לא למתווכים - ברחוב מיטב, דירת 3 חדרים, 83 מ""ר פלוס מרפסת 10 מ""ר, מוארת מאוד, כיווני אויר דרום ומערב, משקיפה לגינה גדולה, שני חדרי שירותים ומקלחת, חדר למכונת כביסה, ממ""ד גדול, חניה רגילה צמודה בטאבו. הדירה תימסר כשהיא לא מרוהטת. השכרה לטווח ארוך. מתאימה מאד לשותפים. ניתן להקדים מועד הכניסה. המודעה מיועדת רק לשוכרים עצמם. מתווכים נא לא להתקשר!",1,0,1,1,1,0,1,1,0,0,8700,6,3.28
דירה,שפירא,ישראל מסלנט 45,3.5,3,90,0,,12,300,180,3,"ללא תיווך - דירה מרווחת עם סלון גדול + חלל לפינת עבודה + חדר שינה + ממ""ד + מטבח נפרד עם מקום לשולחן אוכל + 2 שרותים וחדר אמבטיה. הדירה בקומה שלישית ואחרונה (יש מעלית) עם 3 כיווני אויר (צפון, מזרח ודרום). בנוסף לדירה יש מרפסת ממנה נשקף נוף פתוח לכיוון מזרח +  חניה פרטית. בכל חדר יש מזגן וארון. בניין מסודר עם אינטרקום ומעלית",1,0,1,1,1,0,1,1,1,1,6500,10,4.1
החלפת דירות,שפירא,הסדנה 7,2.5,4,80,0,,12,230,450,6,"*** דירה להחלפה בלבד ***
לא ליצור קשר אם לא רלוונטי להחלפה לפי התנאים מטה 

בניין חדש ברחוב הסדנה. 
דירה מוארת 3 חדרים (שני חדרי שינה - אחד מהם ממ״ד), מטבח מרווח, מרפסת גדולה ונעימה וחניה!
מתאימה לזוג או שותפים
שכר דירה 6650₪ לחודש,
 ועד בית 450₪

מחפשים בהחלפה דירה 2.5-3.5 חדרים בתל אביב, עדיפות לביצרון/רמת ישראל/יד אליהו. 
*עם חצר*
בשכר דירה דומה או פחות",1,0,1,1,1,0,1,1,0,1,6650,2,5.32
דירה,בצרון,מיטב 5,4,5,108,0,,12,,0,27,"להשכרה במיטב 5 דירת 4 חדרים מעוצבת אדריכלית ומושקעת בשטח של 108 מ""ר עם מרפסת גדולה. המטבח מצויד בכל המכשירים החשמליים.

הדירה מצויה בשכונת ביצרון שהינה שכונה קהילתית, במרחק הליכה מבתי קפה, מסעדות, סופרים , קניון ותחנת רכבת,  בקרבת שדרות ההשכלה, גשר יהודית ומגדלי אלון.

הבניין חדש בסטנדרט גבוה ובו לובי, שומר 24/7, חניון תת קרקעי, חדר דיירים, חדר אופניים ועוד.
המחיר כולל חנייה",1,0,1,1,1,0,1,1,0,0,10200,5,3.28
דירה,בצרון,שדרות ההשכלה 17,4,0,103,0,,12,556,949,30,"פרויקט סנטרל פארק המבוקש, על פארק בצרון וגשר יהודית, קרוב לעזריאלי, תחנת השלום .
בפרויקט חדר כושר, לובי עם שומר, גני ילדים.
הדירה במגדל הצפוני קומה 27 - נוף אורבני מדהים לים , לדרום ולמזרח (מהמרפסת)",1,1,1,1,0,0,1,1,0,0,11500,9,2.89
דירה,שפירא,טורי זהב 23,4,1,100,0,,12,275,400,4,"חדר בדירה 4 חדרים  90מ""ר עם מרפסת 10מ""ר עם נוף יפה ופתוח לעיר.2 חדרים זמינים.בית יחסית חדש .מחפס 2 שותפים שרוצים לגור בדירה נקיה ויעודים לשמור על נקיון .רחוב שקט, יש חניה בשפע בשכונה",1,0,1,1,1,0,1,1,1,1,7000,10,3.96
גג/ פנטהאוז,שפירא,ישראל מסלנט 55,3,5,90,0,0,12,,300,5,"ללא תיווך
מתאימה לזוג או 2 שותפים
כניסה מיידית

בביניין חדש בדרום תל אביב - רחוב ישראל מסלנט
מפנים את דירתנו המקסימה בנסיבות טובות
מיני פנטהאוז מוארת ונעימה בקומה 5 מתוך 5 עם מעלית
3 חדרים, יש ממ""ד, שירותים ומקלחת + שירותי אורחים, 2 מרפסות מפנקות וגדולות, 4 כיווני אוויר

שכר דירה עד אוגוסט לאחר הורדת מחיר 6000 ש""ח (לאחר מכן חוזה חדש מול בעל הדירה)
 וועד 300 ש""ח לחודש",1,0,1,1,0,0,1,1,0,1,6000,7,4.02
גג/ פנטהאוז,שפירא,ישראל מסלנט 20,4.5,5,151,33,,11,452,335,5,"פנטהאוז בבניין חדש, מרפסת 33 מטר מזרחית ענקית לנוף פתוח. סלון כפול עם ויטרינות ענקיות. מזגן בכל חדר",1,0,1,1,1,0,1,1,1,0,10000,5,6
כללי,שפירא,העמל 3,2,0,56,8,0,12,555,0,0,"להשכרה חלל אחד: 37 מטר + קומת גלריה 19 מטר רצפת פרקט (ניתן לשמש עם סולם או לסגור) + חצר פנימי :8 מר' ושירוקלחת. נקודות חשמל תלת פאזי. רח' חד סטרי בפאתי פלורנטין אזור מתחדש וסדנאות אמן, מתאים כגלריה / מגורים משולב./בית מלאכה .תקרה 440 ס""מ הזדמנותי בתוספת מע""מ",0,1,0,0,1,0,0,0,0,1,4500,4,5.2
סטודיו/לופט,שפירא,העליה 3,1,1,40,0,0,12,350,100,3,"סטודיו בפלורנטין חזית, 40 מ״ר מרווחת, קומה א’ מודרנית ויפה.
כולל ארנונה מים וועד הבית
אין תו חניה
כולל הכל למעט חשמל
כניסה מיידית",0,0,0,1,0,0,0,0,0,1,4300,5,3.98
כללי,בצרון,יגאל אלון 112,1,3,9,0,0,12,350,150,11,"משרד מפואר עם חלון ענק. קרוב מאוד לאוטובוסים ולקניון עזריאלי תל אביב.
יש חניון בבניין, כניסה מיידית

בעל דירה נחמד

בניין מטופח עם שומר",1,1,1,1,1,0,1,1,1,1,2500,8,2.98
דירה,שפירא,חזקיהו המלך 49,3,1,60,10,0,12,700,80,1,פירוט ריהוטמקרר מדיח כיריים מזגנים ועוד ...,0,0,0,1,0,1,0,1,1,1,6000,4,6.53
דירה,שפירא,טורי זהב 4,2,2,55,0,0,12,500,200,4,"שכונה: שפירא תל אביב

דירה של 2  חדרי,כ - 55  מטר.במיקום מעולה ברחוב שקט בשפירא המתפתחת.

מרווחת עם מעלית וחניה

אין תשלום ועד בית

כניסה מידית.",1,0,1,1,0,1,0,0,0,1,4789,4,4.13
דירה,שפירא,חכמי אתונה 8,2.5,0,78,0,0,12,600,100,3,"רחוב: חכמי אתונה

שכונה: שפירא תל אביב

בסימטאות של שכונת שפירא המתפתחת בתל אביב.

דירת גן ברביעייה 2.5  חדרים כ-78 מ""ר + גינה מרוצפת.

דירה מרווחת ומסודרת מלאת פוטנציאל.

מיקום מעולה קרובה למרכז קניות, תחבורה ציבורית, לבתי ספר וגני ילדים

פינוי גמיש

שווה לראות",0,0,0,1,0,1,0,1,0,1,6500,4,6.19
דירה,בצרון,מיטב 4,3,7,88,0,0,12,700,500,9,"רחוב: מיטב
שכונה:ביצרון  
דירה של  3  חדרים כ - 88  מטר,עם יציאה למרפסת שמש של 13 מטר.
סלון עם מטבח פתוח.
חדרי ישנה עם מזגנים.
נוף לכל תל אביב
בניין עם שומר 24\7.
נוף מרהיב
חדר כושר 
חניה בחניון מקורה 
ארנונה700 לחודשים 
ועד בית 1000לחודש
כניסה מידית.",1,0,1,1,0,0,1,1,0,1,8200,4,3.36
דירה,שפירא,חכמי אתונה 7,2.5,0,78,0,0,12,500,100,3,"שכונה: שפירא תל אביב
בסימטאות של שכונת שפירא המתפתחת בתל אביב.
דירת גן ברביעייה 2.5  חדרים כ-78 מ""ר + גינה מרוצפת.
דירה מרווחת ומסודרת מלאת פוטנציאל.
מיקום מעולה קרובה למרכז קניות, תחבורה ציבורית, לבתי ספר וגני ילדים
פינוי גמיש
שווה לראות",0,0,0,1,0,1,0,1,0,1,7000,4,6.24
דירה,שפירא,טורי זהב 4,3,2,65,0,0,12,600,200,4,"דירה של  3  חדרים,כ - 65 מטר.
בשפירא שמתפתחת
במיקום מעולה ושקט.
לאחר שיפוץ חדש.
יש גם מרפסת שמש.
אפשרי לשותפים בעלי חיים.
בבנין עם מעלית.
יש חניה ברחוב.
כניסה מידית",0,0,1,1,0,0,0,1,0,1,6300,7,4.13
דירה,שפירא,טורי זהב 4,3,2,65,0,0,12,400,200,4,"שכונה: שפירא 

דירה של  3  חדרים,כ - 65 מטר,

בשפירא שמתפתחת

במיקום מעולה ושקט.

לאחר שיפוץ חדש.

יש גם מרפסת שמש.

אפשרי לשותפים בעלי חיים.

בבנין עם מעלית.

יש חניה ברחוב.

כניסה מיידית",0,0,0,1,0,0,0,1,0,1,6600,1,4.13
דירה,שפירא,השילוח 9,4,2,90,0,0,12,500,200,6,"רחוב: השילוח
שכונת :שפירא \ תל אביב
דירה של 4 חדרים,כ - 90 מטר,סלון עם מטבח פתוח.פלוס פינת אוכל.
חדרים שינה עם מזגנים
יח' הורים
ובנוסף עוד שרותים ואמבטיה.
חניה פרטית,ומעלית
כניסה מידית.",1,0,1,1,0,0,0,0,0,1,7000,3,5.17
דירה,שפירא,מקור חיים 22,2.5,0,50,0,0,12,500,150,3,"רחוב: מקור חיים

שכונת: שפירא 

דירה של  2.5  חדרים,כ - 50  מטר מסודרת מוארת ומסקימה 

סלון עם יציאה למרפסת שמש.

חדר שינה עם מזגן.

יציאה לחצי חדר.

מיקום מעולה בשכונה.

מתאימה לזוג \ ללא חיות.

כניסה מידית.",0,0,0,1,0,1,0,1,0,1,5700,6,6.45
גג/פנטהאוז,שפירא,העליה 40,2,6,60,45,0,12,250,250,6,"להשכרה: 
פנטהאוז חדש ומפנק בבניין בויטק חדש שעכשיו סיימו לבנות - אתם הראשונים לגור בו:

2 חדרים:
סלון, מטבח פתוח לסלון מאובזר במוצרי חשמל
חדר שינה אחד
חדר רחצה מפנק
מרפסת ענקית של 45 מ""ר עם נוף מטורף לעיר
קומה 6 עם מעלית 
8900 ש""ח לחודש",0,0,0,0,0,0,0,1,0,0,8900,12,6.03
דירה,שפירא,העליה 40,2,2,55,0,0,12,250,250,6,"דירה חדשה מקבלן בבניין בוטיק חדש:
2 חדרים + מרפסת:
60 מ""ר
סלון 
מטבח פתוח לסלון
מרפסת 
חדר שינה אחד
חדר רחצה מפנק וגדול
קומה 2 עם מעלית 
דירה חדשה ומפנקת 
ברחוב העליה פינת סלמה - 2 דקות הליכה משוק לוינסקי וכל הברים של פלורנטין
6500 ש""ח לחודש",0,0,1,1,1,0,1,1,0,0,6500,9,6.03
דירה,בצרון,עמינדב 22,4,1,98,0,0,12,1000,250,4,"במושבה האיטלקית בבנין מסודר בן 13
דירת 4 חד עם מרפסת, 118 מ', מאסטר עם חדר ארונות ומקלחת.
בנוסף לחדר אמבטיה.
מוארת יפה.
פונה לרחבה, 3 כיווני אויר.
חזית לדרום מערב.
חניה פרטית
2 מעליות. לאכלוס מיידי
גם משפחה,גם שותפים
כניסה מידית.",0,0,0,1,0,1,0,1,0,1,7500,2,3.37
דירה,בצרון,עמינדב 14,4,1,98,0,0,12,1000,100,4,"רחוב: עמינדב 

יד אליהו \ תל אביב

שכונת ביצרון

שמציעה !!

דירה של  4  חדרים,כ - 98 מטר, קומה ראשונה מיקום מעולה. סלון עם פינת אוכל.

חדרי שינה עם מזגנים.

3 כוון אויר.

בנין איוכתית ויפה.

מושלמת לשותפים \משפחה או זוג צעיר.

כניסה: 20.12.21

ארנונה 1000 לחודשיים",0,0,0,1,0,0,0,1,0,1,7500,9,3.27
דירה,הצפון החדש החלק הצפוני,סמאטס 6,2,0,50,0,0,12,,120,0,"דירה מהממת. עברה שיפוץ מלא חדר אמבטיה ומטבח !פרקט בכל הדירה.   מהסלון מרפסת סגורה , כול לשמש משרד קטן.   דירת קרקע עם יציאה לפי פינת ישיבת צדדית קטנה. מרווחת. נעימה. מוארת.  יש מקלט בבניין! באזור שקט ומבוקש מאוד. בניין מטופח במיקום מדהים , קרוב להכול לפארק, איכילוב, לבתי קפה, ומרכז העיר.. חובה, מבקשים כביטחון, ערבות בנקאית בגובה של שלושה חודשי שכירות.",0,0,0,0,0,0,0,1,0,0,6800,4,4025
סטודיו/לופט,הצפון החדש החלק הצפוני,יונתן הופסי 4,1.5,0,35,0,,12,280,65,0,"ללא תיווך!להשכרה בצפון הישן בפריים לוקיישן דירת סטודיו(מקורית) מתוקה + מרפסת מקורה עורפית ברחוב יונתן הופסי השקט, ליד כיכר מילאנו, קפה זוריק,  במרחק הליכה מפארק הירקון. מתאימה ליחיד/זוג, 35 מטר, מותר בעלי חיים, מגיעה עם סורגים, ארון בגדים, ספה, שולחן מטבח מתקפל, ארונות מטבח ומזגן חדש.
כניסה ב-1/10, שכר דירה 5,200, ארנונה 280 לחודשיים, ועד 65, חוזה קליל מול בעלת הדירה.
לתיאום שלחו ווטסאפ",0,0,0,1,0,1,0,1,1,0,5200,6,3660
דירה,תל ברוך צפון,אהרון בקר 9,3,7,75,0,,3,,,8,"להשכרה דירת 3 חדרים ברחוב אהרון בקר בתל ברוך צפון בקומה שביעית עם מרפסת עם נוף פתוח  וכולל חניה תת קרקעית מקורה+מחסן. 
הדירה מרוהטת קומפלט כולל מוצרי חשמל (סלון,פינת אוכל,מקרר,כיריים,תנור,מכונת כביסה,מיטה). 
לדירה יש ממ""ד שמשמש כחדר לכל דבר. 
הדירה נמצאת מול מיקדו סנטר הכולל סופר שכונתי,מכון כושר,מסעדות ובתי קפה. 

מחיר :9000 ש""ח לחודש ללא תיווך. 
כניסה בסוף אוגוסט
לפרטים: נעה",1,1,1,1,1,0,1,1,1,1,9000,10,9546
דירה,נוה אליעזר,אלוף דן לנר 4,4,7,90,0,,12,,200,8,"דירת 4 חדרים במצב טוב,  במיקום עורפי ושקט, עם נוף פתוח, איזור מעולה למשפחות בקרבת גנים ובתי ספר מהטובים בתל אביב. 

בעלת ממד , מרפסת שמש, 2 חדרי שירותים ואמבטיה , חדר שינה עם יחידת הורים, מטבח מסודר ששופץ לאחרונה. 
קרובה מאוד לתחבורה ציבורית ולכבישים מהירים ליציאה מהעיר. ניתן להתקשר או לשלוח הודעות בווטסאפ",1,0,1,1,1,0,1,1,1,0,6200,10,5928
גג/ פנטהאוז,הצפון החדש החלק הצפוני,ברנדייס 34,5,2,267,0,,12,1850,700,2,"דירה יפהפיה בשכונת יהודה המכבי. סלון גדול, 4 חדרי שינה כולל מאסטר. 2 מרפסות + גג ענק. שני צעדים מפארק הירקון. חניה כפולה + מעלית. בנין עם 4 דירות בלבד. מציאה!",1,0,1,1,0,0,1,1,0,0,19000,7,3985
דירה,נוה אליעזר,"מח""ל 63",4,3,120,0,,12,400,260,11,"ללא תיווך ! 4 חדרים ברחוב מח""ל 61 בניין יפה ומיוחד, ללא תיווך , קומה 3 ריהוט חלקי, מרפסת שמש 14 מטר
ןדירה יפיפיה , גודל 120 מטר + מרפסת שמש
+חניה , 12 תשלומים 7300 ש״ח שכירות לחודש",1,0,1,1,1,0,1,1,0,0,7300,6,6167
דירה,נוה אליעזר,לובטקין צביה 36,4,3,100,0,,12,250,70,4,"מתפנה דירה להשכרה (לטווח ארוך בלבד!)  בשכונת נווה אליעזר ת""א 📢🔝
דירת 4 חדרים גדולה מרווחת.
• ללא בעלי חיים 
• 3 כיווני אוויר מעולים ,מוארת ומאווררת 
• מיקום מצויין ואיזור שקט 
•חניה בשפע
•תחבורה ציבורית בקרבת מקום
• קרובה לשלושה פארקים גדולים, ,בית כנסת ,שני מרכזי מסחר, בתי ספר וגני ילדים
קומה 3 (ללא מעלית) 
מתאימה למשפחות וזוגות בלבד!!
מחיר 5650₪ 
 לרציניים ניתן לפנות בפרטי!!
לא בשבת!!!",1,0,0,1,0,1,0,0,1,0,5800,6,5995
דירה,הצפון החדש החלק הצפוני,ברנדט וילי 2,1.5,0,40,0,,12,150,,0,"דירת חדר +גלריה מקסימה ומארת
מרחק הליכה מהים",0,0,0,1,0,0,0,0,0,0,4400,1,3746
דירה,הצפון החדש החלק הצפוני,וייצמן 103,3,4,85,0,,12,700,180,4,"מתאימה לשותפים או זוג 
קרובה ליהודה המכבי ופנקס מרווחת גדולה משופצת חלקית
מזגנים חדשים בכל החדרים
",1,0,1,1,0,1,0,1,1,1,8250,3,3770
דירה,הצפון החדש החלק הצפוני,דרך מרדכי נמיר 107,2.5,1,65,0,0,12,300,45,3,5 דקות מפארק הירקון 20 דקות הליכה לים.  גג 10 דקות נסיעה לאוניברסיטה באוטובוס. הדירה סוידה . ,0,0,0,1,0,1,0,1,1,0,5600,5,4063
דירה,הצפון החדש החלק הצפוני,דרך מרדכי נמיר 107,2.5,1,65,0,0,12,300,45,3,5 דקות מפארק הירקון מרחק הליכה לים דרך הנמל.  דירה שמורה לא משופצת מרוהטת חלקי,0,0,0,1,0,1,0,0,1,0,5600,6,4063
גג/פנטהאוז,הצפון החדש החלק הצפוני,יהודה המכבי 72,3,4,120,0,,12,900,360,4,"פארקט , אחרי שיפוץ , כולל גג , מזגנים , מקרר, מכונת כביסה ",0,0,1,1,0,0,0,1,1,1,85000,5,4214
גג/פנטהאוז,הצפון החדש החלק הצפוני,יהודה המכבי 72,3,4,120,0,,12,900,360,4,"מאווררת מאוד , מזגנים , מכונת כביסה, פארקט( בכול הבית) , רהוט חלקי",0,0,1,1,0,0,0,1,1,1,85000,7,4214
דירה,הצפון החדש החלק הצפוני,,4,3,120,0,,12,,,5,דירה נהדרת וסופר משוקעת ברחובות הקטנים באזור יהודה מכבי. רמת גימור גבוהה מושלמת למשפחה. ניתן לקבל מרוהט קומפלט,1,0,1,1,0,0,1,1,0,1,22000,4,3113
גג/ פנטהאוז,נוה אליעזר,"מח""ל",5,13,270,0,,12,,,13,"דירת פנטהאוז מפוארת ברמת גימור הגבוהה ביותר בעלת 5 חדרים ו 3 מרפסותבבניין חדש.
הדירה פונה לצפון ומערב עם נוף נצחי עד הים, שטופת אור ומרווחת כ 170 מ""ר בנוי פלוס כ 100 מ""ר מרפסות, עם מטבח גדול ומשודרג ויחידת הורים עם חדר רחצה מרווח פלוס מרפסת פרטית, 2 חניות ומחסן.
אסור לפספס!",1,1,1,1,1,0,1,1,0,1,12500,14,5890
דירה,תל ברוך צפון,,5,1,150,0,,12,,,0,"חבל לפספס!!! להשכרה במיקום מעולה ופסטורלי בשכונה, דירה 5 חדרים שהפכו ל-4 מעוצבת ויפה, מרווחת ביותר, חלוקה מעולה, חלל אירוח גדול עם מטבח מושקע עם מלא אחסון, פינת משפחה כייפית, מרפסת גדולה מוקפת ירוק, בנין בוטיק עם מעט דיירים. 2 חניות ומחסן.  מס נכס 941",1,1,1,1,1,0,1,1,0,1,13500,1,8950
דירה,תל ברוך צפון,,5,2,150,0,,12,,,3,"בתל ברוך צפון, 5חד שהפכו ל4חד, חלל אירוח ענק, מרפסת 30מטר נוף פסטורלי, שקט ונעים",1,1,1,1,1,0,1,1,0,1,14000,3,8950
דירה,נוה אליעזר,"מח""ל 62",4,2,120,0,0,12,,,10,"בהזדמנות נדירה פשוט לחטוף בשכונת ניר אביב הסופר מבוקשת דירה 4 חדרים עם מרפסת שמש ממ""ד וחניה בטאבו ,דירה שקטה עורפית ופסטורלית ,קרובה לתחבורי ציבורית למוסדות חינוך מוצלחים ול4 פארקים במרחק הליכה !
מפתחות במשרדנו מעפילי אגוז 59 תל אביב במרכז המסחרי",1,0,1,1,1,1,1,1,1,0,6500,1,6327
דירה,הצפון החדש החלק הצפוני,פינלס 5,2,1,65,0,0,12,450,200,4," 
צפון הישן 
שניה מהפארק ! דירת 2 חדרים 65 מ״ר עם מרפסת שווה !
הדירה במצב פצצה מרווחת מסודרת ומחולקת נכון !
דוד שמש !
מושפצת לזוגות
כניסה 1/8
""הבניין ממתין לאישורים של תמ""א 1. ביום שיתחלו היה תראה הנחה של 50% בשכר הדירה"" - חיזוק ותוספת ולא הריסה.",0,0,0,1,0,1,0,1,0,0,6000,5,4139
